"TIME","GEO","UNIT","TRA_MEAS","SCHEDULE","TRA_COV","Value","Flag and Footnotes"
"2016Q1","Sweden","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2016Q1","Sweden","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2016Q1","Sweden","Flight","Passengers carried","Total","Total transport",":",""
"2016Q1","Sweden","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2016Q1","Sweden","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2016Q1","United Kingdom","Passenger","Passengers on board","Total","Total transport","49,271,318",""
"2016Q1","United Kingdom","Passenger","Passengers on board (arrivals)","Total","Total transport","26,802,326",""
"2016Q1","United Kingdom","Passenger","Passengers on board (departures)","Total","Total transport","26,872,197",""
"2016Q1","United Kingdom","Passenger","Passengers carried","Total","Total transport","49,215,813",""
"2016Q1","United Kingdom","Passenger","Passengers carried (arrival)","Total","Total transport","26,770,698",""
"2016Q1","United Kingdom","Passenger","Passengers carried (departures)","Total","Total transport","26,839,199",""
"2016Q1","United Kingdom","Flight","Passengers on board","Total","Total transport",":",""
"2016Q1","United Kingdom","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2016Q1","United Kingdom","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2016Q1","United Kingdom","Flight","Passengers carried","Total","Total transport",":",""
"2016Q1","United Kingdom","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2016Q1","United Kingdom","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2016Q1","Iceland","Passenger","Passengers on board","Total","Total transport","1,018,150",""
"2016Q1","Iceland","Passenger","Passengers on board (arrivals)","Total","Total transport","508,356",""
"2016Q1","Iceland","Passenger","Passengers on board (departures)","Total","Total transport","509,794",""
"2016Q1","Iceland","Passenger","Passengers carried","Total","Total transport","1,013,990",""
"2016Q1","Iceland","Passenger","Passengers carried (arrival)","Total","Total transport","506,272",""
"2016Q1","Iceland","Passenger","Passengers carried (departures)","Total","Total transport","507,718",""
"2016Q1","Iceland","Flight","Passengers on board","Total","Total transport",":",""
"2016Q1","Iceland","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2016Q1","Iceland","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2016Q1","Iceland","Flight","Passengers carried","Total","Total transport",":",""
"2016Q1","Iceland","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2016Q1","Iceland","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2016Q1","Norway","Passenger","Passengers on board","Total","Total transport","8,276,474",""
"2016Q1","Norway","Passenger","Passengers on board (arrivals)","Total","Total transport","5,911,561",""
"2016Q1","Norway","Passenger","Passengers on board (departures)","Total","Total transport","5,871,001",""
"2016Q1","Norway","Passenger","Passengers carried","Total","Total transport","8,135,822",""
"2016Q1","Norway","Passenger","Passengers carried (arrival)","Total","Total transport","5,781,876",""
"2016Q1","Norway","Passenger","Passengers carried (departures)","Total","Total transport","5,741,316",""
"2016Q1","Norway","Flight","Passengers on board","Total","Total transport",":",""
"2016Q1","Norway","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2016Q1","Norway","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2016Q1","Norway","Flight","Passengers carried","Total","Total transport",":",""
"2016Q1","Norway","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2016Q1","Norway","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2016Q1","Switzerland","Passenger","Passengers on board","Total","Total transport","11,141,286",""
"2016Q1","Switzerland","Passenger","Passengers on board (arrivals)","Total","Total transport","5,695,299",""
"2016Q1","Switzerland","Passenger","Passengers on board (departures)","Total","Total transport","5,626,664",""
"2016Q1","Switzerland","Passenger","Passengers carried","Total","Total transport","11,120,335",""
"2016Q1","Switzerland","Passenger","Passengers carried (arrival)","Total","Total transport","5,683,071",""
"2016Q1","Switzerland","Passenger","Passengers carried (departures)","Total","Total transport","5,617,871",""
"2016Q1","Switzerland","Flight","Passengers on board","Total","Total transport",":",""
"2016Q1","Switzerland","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2016Q1","Switzerland","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2016Q1","Switzerland","Flight","Passengers carried","Total","Total transport",":",""
"2016Q1","Switzerland","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2016Q1","Switzerland","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2016Q1","Montenegro","Passenger","Passengers on board","Total","Total transport","176,913",""
"2016Q1","Montenegro","Passenger","Passengers on board (arrivals)","Total","Total transport","87,271",""
"2016Q1","Montenegro","Passenger","Passengers on board (departures)","Total","Total transport","89,642",""
"2016Q1","Montenegro","Passenger","Passengers carried","Total","Total transport","176,913",""
"2016Q1","Montenegro","Passenger","Passengers carried (arrival)","Total","Total transport","87,271",""
"2016Q1","Montenegro","Passenger","Passengers carried (departures)","Total","Total transport","89,642",""
"2016Q1","Montenegro","Flight","Passengers on board","Total","Total transport",":",""
"2016Q1","Montenegro","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2016Q1","Montenegro","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2016Q1","Montenegro","Flight","Passengers carried","Total","Total transport",":",""
"2016Q1","Montenegro","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2016Q1","Montenegro","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2016Q1","Former Yugoslav Republic of Macedonia, the","Passenger","Passengers on board","Total","Total transport","331,943",""
"2016Q1","Former Yugoslav Republic of Macedonia, the","Passenger","Passengers on board (arrivals)","Total","Total transport","163,451",""
"2016Q1","Former Yugoslav Republic of Macedonia, the","Passenger","Passengers on board (departures)","Total","Total transport","168,492",""
"2016Q1","Former Yugoslav Republic of Macedonia, the","Passenger","Passengers carried","Total","Total transport","331,943",""
"2016Q1","Former Yugoslav Republic of Macedonia, the","Passenger","Passengers carried (arrival)","Total","Total transport","163,451",""
"2016Q1","Former Yugoslav Republic of Macedonia, the","Passenger","Passengers carried (departures)","Total","Total transport","168,492",""
"2016Q1","Former Yugoslav Republic of Macedonia, the","Flight","Passengers on board","Total","Total transport",":",""
"2016Q1","Former Yugoslav Republic of Macedonia, the","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2016Q1","Former Yugoslav Republic of Macedonia, the","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2016Q1","Former Yugoslav Republic of Macedonia, the","Flight","Passengers carried","Total","Total transport",":",""
"2016Q1","Former Yugoslav Republic of Macedonia, the","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2016Q1","Former Yugoslav Republic of Macedonia, the","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2016Q1","Serbia","Passenger","Passengers on board","Total","Total transport",":",""
"2016Q1","Serbia","Passenger","Passengers on board (arrivals)","Total","Total transport",":",""
"2016Q1","Serbia","Passenger","Passengers on board (departures)","Total","Total transport",":",""
"2016Q1","Serbia","Passenger","Passengers carried","Total","Total transport","801,498",""
"2016Q1","Serbia","Passenger","Passengers carried (arrival)","Total","Total transport","428,308",""
"2016Q1","Serbia","Passenger","Passengers carried (departures)","Total","Total transport","373,190",""
"2016Q1","Serbia","Flight","Passengers on board","Total","Total transport",":",""
"2016Q1","Serbia","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2016Q1","Serbia","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2016Q1","Serbia","Flight","Passengers carried","Total","Total transport",":",""
"2016Q1","Serbia","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2016Q1","Serbia","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2016Q2","Belgium","Passenger","Passengers on board","Total","Total transport","7,448,818",""
"2016Q2","Belgium","Passenger","Passengers on board (arrivals)","Total","Total transport","3,708,565",""
"2016Q2","Belgium","Passenger","Passengers on board (departures)","Total","Total transport","3,740,513",""
"2016Q2","Belgium","Passenger","Passengers carried","Total","Total transport","7,445,614",""
"2016Q2","Belgium","Passenger","Passengers carried (arrival)","Total","Total transport","3,707,407",""
"2016Q2","Belgium","Passenger","Passengers carried (departures)","Total","Total transport","3,738,467",""
"2016Q2","Belgium","Flight","Passengers on board","Total","Total transport",":",""
"2016Q2","Belgium","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2016Q2","Belgium","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2016Q2","Belgium","Flight","Passengers carried","Total","Total transport",":",""
"2016Q2","Belgium","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2016Q2","Belgium","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2016Q2","Bulgaria","Passenger","Passengers on board","Total","Total transport","2,219,322",""
"2016Q2","Bulgaria","Passenger","Passengers on board (arrivals)","Total","Total transport","1,227,940",""
"2016Q2","Bulgaria","Passenger","Passengers on board (departures)","Total","Total transport","1,034,528",""
"2016Q2","Bulgaria","Passenger","Passengers carried","Total","Total transport","2,204,605",""
"2016Q2","Bulgaria","Passenger","Passengers carried (arrival)","Total","Total transport","1,218,676",""
"2016Q2","Bulgaria","Passenger","Passengers carried (departures)","Total","Total transport","1,025,264",""
"2016Q2","Bulgaria","Flight","Passengers on board","Total","Total transport",":",""
"2016Q2","Bulgaria","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2016Q2","Bulgaria","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2016Q2","Bulgaria","Flight","Passengers carried","Total","Total transport",":",""
"2016Q2","Bulgaria","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2016Q2","Bulgaria","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2016Q2","Czechia","Passenger","Passengers on board","Total","Total transport","3,461,878",""
"2016Q2","Czechia","Passenger","Passengers on board (arrivals)","Total","Total transport","1,705,133",""
"2016Q2","Czechia","Passenger","Passengers on board (departures)","Total","Total transport","1,756,745",""
"2016Q2","Czechia","Passenger","Passengers carried","Total","Total transport","3,427,524",""
"2016Q2","Czechia","Passenger","Passengers carried (arrival)","Total","Total transport","1,687,956",""
"2016Q2","Czechia","Passenger","Passengers carried (departures)","Total","Total transport","1,739,568",""
